,zpid,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount,cityid,countryid,zipcpde,units,airconditiontype,heatsystemtype,buildingquality,pools
11,11099790,2.0,3,2.0,2009.0,8710.0,34227145,-118559845,1957.0,340786.0,12447.0,3101,96354.0,1.0,0.0,2.0,4.0,1.0
12,11099890,3.0,3,3.0,1644.0,8971.0,34225830,-118556167,1957.0,358611.0,12447.0,3101,96354.0,1.0,0.0,2.0,4.0,0.0
13,11100544,2.0,3,2.0,1568.0,7570.0,34224076,-118545766,1956.0,378962.0,12447.0,3101,96354.0,1.0,0.0,7.0,7.0,1.0
14,11100667,2.0,3,2.0,1221.0,7596.0,34222501,-118549688,1956.0,206860.0,12447.0,3101,96354.0,1.0,0.0,7.0,7.0,0.0
15,11100690,3.0,3,3.0,1848.0,5022.0,34221003,-118548535,1978.0,458990.0,12447.0,3101,96354.0,1.0,1.0,2.0,4.0,0.0
16,11100881,1.0,3,1.0,983.0,5739.0,34226684,-118538934,1952.0,108589.0,12447.0,3101,96354.0,1.0,0.0,7.0,7.0,0.0
17,11101103,2.0,3,2.0,1267.0,6469.0,34225282,-118542863,1961.0,425872.0,12447.0,3101,96354.0,1.0,0.0,2.0,7.0,1.0
18,11101636,2.0,3,2.0,1816.0,9480.0,34223008,-118527919,1965.0,532000.0,12447.0,3101,96355.0,1.0,1.0,2.0,4.0,1.0
19,11101941,3.0,3,3.0,1866.0,17398.0,34225054,-118525369,1950.0,150120.0,12447.0,3101,96355.0,1.0,0.0,7.0,7.0,0.0
20,11102746,2.0,4,2.0,1420.0,6049.0,34434673,-118475693,1964.0,225846.0,54311.0,3101,96374.0,1.0,0.0,2.0,7.0,0.0
21,11102846,2.0,3,2.0,1240.0,10224.0,34436710,-118480452,1964.0,339825.0,54311.0,3101,96374.0,1.0,0.0,2.0,7.0,0.0
22,11102946,2.0,3,2.0,1287.0,6557.0,34435014,-118482984,1964.0,153033.0,54311.0,3101,96374.0,1.0,0.0,2.0,7.0,0.0
23,11103069,2.0,4,2.0,1374.0,6010.0,34434171,-118476034,1962.0,215779.0,54311.0,3101,96374.0,1.0,0.0,2.0,7.0,0.0
24,11103092,2.0,3,2.0,1238.0,6209.0,34433597,-118478751,1963.0,364000.0,54311.0,3101,96374.0,1.0,0.0,2.0,7.0,0.0
25,11103192,3.0,4,3.0,2166.0,6424.0,34434583,-118490995,1988.0,359364.0,54311.0,3101,96374.0,1.0,1.0,2.0,4.0,1.0
26,11104095,2.0,4,2.0,1628.0,8650.0,34430655,-118465172,1967.0,282088.0,54311.0,3101,96374.0,1.0,0.0,2.0,7.0,1.0
27,11104195,2.0,4,2.0,1628.0,7220.0,34433466,-118465694,1968.0,292626.0,54311.0,3101,96374.0,1.0,1.0,2.0,7.0,1.0
28,11104364,2.0,3,2.0,1270.0,4656.0,34434433,-118472733,1984.0,292627.0,54311.0,3101,96374.0,1.0,1.0,2.0,4.0,0.0
29,11104553,2.0,4,2.0,1144.0,6502.0,34423165,-118473597,1961.0,187851.0,54311.0,3101,96374.0,1.0,0.0,2.0,7.0,0.0
30,11104968,2.0,4,2.0,1144.0,5776.0,34418194,-118468583,1961.0,259293.0,54311.0,3101,96374.0,1.0,0.0,2.0,7.0,0.0
31,11105214,2.0,4,2.0,1269.0,7087.0,34423729,-118461752,1963.0,191812.0,54311.0,3101,96374.0,1.0,0.0,2.0,7.0,1.0
32,11105591,2.0,2,2.0,795.0,312806.0,34421000,-118455000,1987.0,144990.0,54311.0,3101,96374.0,1.0,1.0,2.0,4.0,1.0
33,11106019,2.0,2,2.0,1114.0,843582.0,34413600,-118467000,1981.0,225000.0,54311.0,3101,96374.0,1.0,1.0,2.0,7.0,0.0
34,11106165,3.0,3,3.0,2526.0,37887.0,34419750,-118459526,1988.0,338016.0,54311.0,3101,96374.0,1.0,1.0,2.0,4.0,0.0
35,11106530,1.0,1,1.0,635.0,188585.0,34413300,-118463000,1984.0,100418.0,54311.0,3101,96374.0,1.0,1.0,2.0,7.0,1.0
36,11107231,2.0,4,2.0,1694.0,7050.0,34427930,-118476892,1965.0,365167.0,54311.0,3101,96374.0,1.0,0.0,2.0,7.0,0.0
37,11107500,2.0,5,2.0,1809.0,6102.0,34424057,-118476109,1965.0,265126.0,54311.0,3101,96374.0,1.0,0.0,2.0,7.0,0.0
38,11107569,3.0,4,3.0,1889.0,7537.0,34423179,-118479347,1966.0,274942.0,54311.0,3101,96374.0,1.0,1.0,2.0,7.0,0.0
39,11107592,2.0,4,2.0,1642.0,5980.0,34423157,-118475129,1966.0,238205.0,54311.0,3101,96374.0,1.0,0.0,2.0,7.0,0.0
40,11107715,2.0,3,2.0,1300.0,6663.0,34420822,-118476453,1966.0,226723.0,54311.0,3101,96374.0,1.0,1.0,2.0,7.0,0.0
41,11107838,2.0,3,2.0,1430.0,7121.0,34456132,-118531347,1988.0,330008.0,54311.0,3101,96373.0,1.0,1.0,2.0,4.0,1.0
42,11107961,2.0,3,2.0,1787.0,7655.0,34452658,-118532888,1959.0,254704.0,54311.0,3101,96373.0,1.0,1.0,2.0,7.0,0.0
43,11108061,3.0,4,3.0,1718.0,6182.0,34452307,-118525166,1988.0,469000.0,54311.0,3101,96373.0,1.0,1.0,2.0,4.0,0.0
44,11108184,2.0,3,2.0,1230.0,6777.0,34447119,-118533117,1957.0,275180.0,54311.0,3101,96373.0,1.0,0.0,2.0,7.0,1.0
45,11108384,1.0,2,1.0,842.0,13898.0,34440630,-118532605,1950.0,84559.0,54311.0,3101,96373.0,1.0,0.0,7.0,7.0,0.0
46,11108430,2.0,4,2.0,1260.0,12044.0,34440546,-118526099,1973.0,283218.0,54311.0,3101,96373.0,1.0,1.0,2.0,7.0,1.0
47,11108722,2.0,4,2.0,1654.0,15904.0,34446177,-118529446,1980.0,334944.0,54311.0,3101,96373.0,1.0,1.0,2.0,7.0,0.0
48,11108968,3.0,3,3.0,1672.0,8457.0,34444774,-118519607,1989.0,391909.0,54311.0,3101,96373.0,1.0,1.0,2.0,4.0,0.0
49,11109137,3.0,3,3.0,2255.0,11981.0,34439683,-118530996,1953.0,371931.0,54311.0,3101,96373.0,1.0,1.0,2.0,4.0,1.0
50,11109552,2.0,3,2.0,1188.0,6439.0,34436558,-118521986,1964.0,50742.0,54311.0,3101,96373.0,1.0,0.0,2.0,7.0,0.0
51,11110220,2.0,3,2.0,1418.0,7576.0,34450969,-118504145,1966.0,282176.0,54311.0,3101,96373.0,1.0,0.0,2.0,7.0,0.0
52,11110343,2.0,4,2.0,1604.0,7376.0,34451989,-118500851,1966.0,157020.0,54311.0,3101,96373.0,1.0,0.0,2.0,7.0,0.0
53,11110735,1.0,2,1.0,834.0,125560.0,34452462,-118496660,1976.0,196000.0,54311.0,3101,96373.0,1.0,1.0,2.0,7.0,0.0
54,11110835,1.0,2,1.0,834.0,148023.0,34450903,-118498391,1977.0,91164.0,54311.0,3101,96373.0,1.0,1.0,2.0,7.0,0.0
55,11110965,2.0,3,2.0,2014.0,3614.0,34439279,-118534265,1975.0,274384.0,54311.0,3101,96377.0,1.0,1.0,2.0,7.0,0.0
56,11111065,3.0,3,3.0,2032.0,3743.0,34440588,-118533776,1975.0,255954.0,54311.0,3101,96377.0,1.0,1.0,2.0,7.0,0.0
57,11111357,2.0,3,2.0,1319.0,8653.0,34437717,-118537972,1978.0,126106.0,54311.0,3101,96377.0,1.0,1.0,2.0,7.0,0.0
58,11112415,3.0,4,3.0,1788.0,4742.0,34448888,-118551623,1996.0,509000.0,54311.0,3101,96377.0,1.0,1.0,2.0,4.0,0.0
59,11112538,3.0,3,3.0,1260.0,21251.0,34449962,-118554519,1995.0,360000.0,54311.0,3101,96377.0,1.0,1.0,2.0,4.0,0.0
60,11113058,3.0,4,3.0,2288.0,5117.0,34451206,-118542237,1996.0,396301.0,54311.0,3101,96377.0,1.0,1.0,2.0,4.0,1.0
61,11113150,4.0,5,4.0,2937.0,5550.0,34458954,-118543103,1997.0,520265.0,54311.0,3101,96377.0,1.0,1.0,2.0,4.0,0.0
62,11113196,4.0,5,4.0,2979.0,5061.0,34455197,-118541674,1997.0,452373.0,54311.0,3101,96377.0,1.0,1.0,2.0,4.0,0.0
63,11118316,2.0,4,2.0,1637.0,9388.0,34436338,-118535442,1973.0,223652.0,54311.0,3101,96377.0,1.0,1.0,2.0,7.0,1.0
64,11118659,3.0,3,3.0,1588.0,6889.0,34433601,-118552887,1989.0,503300.0,54311.0,3101,96377.0,1.0,1.0,2.0,4.0,1.0
65,11118759,2.0,2,2.0,1445.0,6959.0,34436747,-118553671,1992.0,399749.0,54311.0,3101,96377.0,1.0,1.0,2.0,4.0,0.0
66,11118859,3.0,3,3.0,1928.0,6848.0,34433174,-118546430,1989.0,527672.0,54311.0,3101,96377.0,1.0,1.0,2.0,4.0,1.0
67,11118959,3.0,3,3.0,1548.0,5583.0,34437003,-118546679,1990.0,275109.0,54311.0,3101,96377.0,1.0,1.0,2.0,4.0,0.0
68,11119082,2.0,2,2.0,1355.0,7999.0,34433309,-118550294,1989.0,383072.0,54311.0,3101,96377.0,1.0,1.0,2.0,4.0,1.0
69,11119720,3.0,4,3.0,2508.0,8368.0,34440699,-118539862,1994.0,489813.0,54311.0,3101,96377.0,1.0,1.0,2.0,4.0,1.0
70,11119843,3.0,3,3.0,1714.0,129992.0,34431174,-118548865,1996.0,443690.0,54311.0,3101,96377.0,1.0,1.0,2.0,4.0,0.0
71,11119943,3.0,2,3.0,1106.0,5903.0,34429500,-118550000,1995.0,208921.0,54311.0,3101,96377.0,1.0,1.0,2.0,4.0,0.0
73,11121609,2.0,3,2.0,1526.0,6688.0,34456595,-118499417,1978.0,404000.0,54311.0,3101,96373.0,1.0,1.0,2.0,4.0,0.0
75,11122047,3.0,4,3.0,2566.0,40122.0,34445258,-118496462,1984.0,383957.0,54311.0,3101,96373.0,1.0,1.0,2.0,4.0,0.0
76,11122147,3.0,4,3.0,2070.0,12220.0,34446074,-118502389,1986.0,489000.0,54311.0,3101,96373.0,1.0,1.0,2.0,4.0,0.0
77,11122316,3.0,4,3.0,2240.0,6678.0,34447151,-118490379,1983.0,384226.0,54311.0,3101,96373.0,1.0,1.0,2.0,4.0,0.0
78,11122339,2.0,3,2.0,1194.0,7866.0,34438183,-118485747,1984.0,216206.0,54311.0,3101,96374.0,1.0,1.0,2.0,4.0,0.0
79,11122439,2.0,3,2.0,1428.0,9928.0,34440165,-118483442,1984.0,335789.0,54311.0,3101,96374.0,1.0,1.0,2.0,4.0,0.0
84,11127413,4.0,4,4.0,3424.0,12466.0,34297102,-118547478,1966.0,746201.0,12447.0,3101,96356.0,1.0,1.0,2.0,4.0,1.0
85,11127513,3.0,4,3.0,2366.0,9513.0,34297609,-118542288,1966.0,128264.0,12447.0,3101,96356.0,1.0,1.0,2.0,4.0,0.0
87,11128812,3.0,3,3.0,1598.0,362718.0,34274900,-118550000,1980.0,446000.0,12447.0,3101,96356.0,1.0,1.0,2.0,4.0,1.0
88,11128912,3.0,2,3.0,1282.0,314954.0,34273900,-118550000,1983.0,348581.0,12447.0,3101,96356.0,1.0,1.0,2.0,4.0,1.0
89,11129135,3.0,5,3.0,2494.0,8698.0,34281919,-118550245,1974.0,147903.0,12447.0,3101,96356.0,1.0,1.0,2.0,4.0,0.0
90,11129235,3.0,4,3.0,2301.0,10470.0,34280352,-118548463,1974.0,510247.0,12447.0,3101,96356.0,1.0,1.0,2.0,4.0,1.0
91,11129335,3.0,4,3.0,2301.0,11327.0,34279011,-118549527,1975.0,429197.0,12447.0,3101,96356.0,1.0,1.0,2.0,4.0,1.0
92,11129435,2.0,3,2.0,1263.0,5956.0,34458130,-118534298,1977.0,166254.0,54311.0,3101,96377.0,1.0,1.0,2.0,7.0,0.0
93,11129481,3.0,3,3.0,1733.0,7082.0,34458872,-118535732,1983.0,323682.0,54311.0,3101,96377.0,1.0,1.0,2.0,7.0,0.0
94,11129581,2.0,3,2.0,1263.0,9700.0,34457181,-118538763,1983.0,399000.0,54311.0,3101,96377.0,1.0,1.0,2.0,7.0,0.0
95,11129781,2.0,4,2.0,1624.0,6047.0,34455077,-118536064,1979.0,164407.0,54311.0,3101,96377.0,1.0,1.0,2.0,7.0,0.0
96,11129904,2.0,4,2.0,1624.0,6597.0,34452251,-118539003,1978.0,357108.0,54311.0,3101,96377.0,1.0,1.0,2.0,7.0,0.0
97,11130004,2.0,3,2.0,1263.0,5738.0,34452181,-118535714,1978.0,352720.0,54311.0,3101,96377.0,1.0,1.0,2.0,7.0,0.0
98,11130142,2.0,3,2.0,1500.0,7993.0,34366575,-118554089,1966.0,443691.0,54311.0,3101,96352.0,1.0,0.0,2.0,7.0,0.0
99,11130365,3.0,4,3.0,2288.0,11249.0,34365578,-118548068,1979.0,282434.0,54311.0,3101,96352.0,1.0,1.0,2.0,4.0,0.0
100,11130464,3.0,3,3.0,1278.0,109001.0,34377633,-118560458,1979.0,212132.0,54311.0,3101,96352.0,1.0,1.0,2.0,4.0,0.0
101,11130487,2.0,2,2.0,988.0,398589.0,34377309,-118558682,1966.0,175890.0,54311.0,3101,96352.0,1.0,1.0,2.0,7.0,1.0
102,11130587,1.0,1,1.0,827.0,398589.0,34376457,-118557246,1966.0,178020.0,54311.0,3101,96352.0,1.0,1.0,2.0,7.0,0.0
103,11130656,2.0,3,2.0,2040.0,6655.0,34376238,-118560546,1976.0,226794.0,54311.0,3101,96352.0,1.0,1.0,2.0,7.0,0.0
120,11137387,3.0,4,3.0,3699.0,108010.0,34367907,-118531201,1964.0,1208347.0,54311.0,3101,96352.0,1.0,0.0,20.0,4.0,1.0
121,11137433,2.0,3,2.0,1600.0,9763.0,34370672,-118532185,1961.0,557380.0,54311.0,3101,96352.0,1.0,0.0,2.0,7.0,0.0
122,11137479,3.0,4,3.0,1929.0,12072.0,34369651,-118534454,1958.0,496422.0,54311.0,3101,96352.0,1.0,0.0,2.0,4.0,1.0
123,11137899,4.0,3,4.0,3140.0,6731.0,34359313,-118540192,1984.0,574574.0,54311.0,3101,96352.0,1.0,1.0,2.0,4.0,1.0
124,11137922,3.0,4,3.0,2930.0,15781.0,34359833,-118540056,1984.0,452538.0,54311.0,3101,96352.0,1.0,1.0,2.0,4.0,0.0
125,11137945,3.0,4,3.0,3059.0,11042.0,34364708,-118543351,1987.0,618000.0,54311.0,3101,96352.0,1.0,1.0,2.0,4.0,1.0
126,11137968,5.0,4,5.0,3757.0,8044.0,34365099,-118543328,1987.0,606769.0,54311.0,3101,96352.0,1.0,1.0,2.0,4.0,0.0
127,11139026,3.0,4,3.0,3409.0,9239.0,34376523,-118543667,1989.0,382273.0,54311.0,3101,96352.0,1.0,1.0,2.0,4.0,0.0
128,11139217,3.0,3,3.0,2540.0,12592.0,34373319,-118534610,1960.0,394535.0,54311.0,3101,96352.0,1.0,0.0,2.0,7.0,0.0
129,11139469,2.0,2,2.0,1606.0,8522.0,34372976,-118541841,1976.0,316323.0,54311.0,3101,96352.0,1.0,1.0,2.0,4.0,0.0
130,11139891,2.0,3,2.0,2816.0,19525.0,34371285,-118534727,1934.0,472570.0,54311.0,3101,96352.0,1.0,1.0,2.0,4.0,1.0
131,11140216,2.0,4,2.0,1716.0,4687.0,34378747,-118523434,1998.0,124248.0,54311.0,3101,96352.0,1.0,0.0,2.0,4.0,0.0
132,11140527,3.0,3,3.0,2138.0,22545.0,34383265,-118516036,1964.0,586076.0,54311.0,3101,96352.0,1.0,1.0,2.0,4.0,1.0
133,11140740,3.0,3,3.0,1265.0,181847.0,34368700,-118510000,1984.0,176769.0,54311.0,3101,96352.0,1.0,1.0,2.0,7.0,1.0
134,11141250,2.0,2,2.0,888.0,132272.0,34378100,-118511000,1990.0,215500.0,54311.0,3101,96352.0,1.0,1.0,2.0,4.0,0.0
135,11142135,3.0,4,3.0,2747.0,111446.0,34390528,-118524386,1980.0,724966.0,54311.0,3101,96352.0,1.0,1.0,2.0,4.0,0.0
136,11143129,2.0,2,2.0,925.0,231200.0,34402763,-118483611,1984.0,287531.0,54311.0,3101,96352.0,1.0,1.0,2.0,4.0,1.0
137,11143252,2.0,2,2.0,1419.0,516746.0,34404499,-118486053,1985.0,326393.0,54311.0,3101,96352.0,1.0,1.0,2.0,4.0,1.0
138,11143500,3.0,3,3.0,1466.0,426781.0,34406612,-118485933,1993.0,355487.0,54311.0,3101,96374.0,1.0,1.0,2.0,4.0,0.0
139,11143523,3.0,4,3.0,1882.0,462910.0,34417227,-118487253,1986.0,249061.0,54311.0,3101,96374.0,1.0,1.0,2.0,4.0,0.0
140,11143623,3.0,3,3.0,1471.0,200375.0,34416110,-118483558,1988.0,300888.0,54311.0,3101,96374.0,1.0,1.0,2.0,4.0,0.0
141,11143723,3.0,4,3.0,1882.0,453252.0,34414222,-118482891,1985.0,297132.0,54311.0,3101,96374.0,1.0,1.0,2.0,4.0,1.0
142,11144269,2.0,2,2.0,907.0,815788.0,34420900,-118489000,1988.0,224000.0,54311.0,3101,96374.0,1.0,1.0,2.0,4.0,0.0
143,11144392,2.0,2,2.0,910.0,815788.0,34420900,-118489000,1988.0,219919.0,54311.0,3101,96374.0,1.0,1.0,2.0,4.0,0.0
144,11144515,2.0,3,2.0,964.0,532639.0,34418400,-118489000,1988.0,130636.0,54311.0,3101,96374.0,1.0,1.0,2.0,4.0,1.0
145,11144615,2.0,2,2.0,910.0,532639.0,34418400,-118489000,1986.0,145330.0,54311.0,3101,96374.0,1.0,1.0,2.0,4.0,0.0
146,11144684,3.0,3,3.0,1635.0,7857.0,34402515,-118531118,1986.0,339657.0,54311.0,3101,96373.0,1.0,1.0,2.0,4.0,0.0
147,11144784,3.0,3,3.0,1635.0,9435.0,34401016,-118531902,1987.0,507700.0,54311.0,3101,96373.0,1.0,1.0,2.0,4.0,0.0
148,11144853,3.0,4,3.0,1877.0,6168.0,34400707,-118526823,1987.0,321502.0,54311.0,3101,96373.0,1.0,1.0,2.0,4.0,1.0
149,11144976,3.0,3,3.0,1505.0,3418.0,34398920,-118477858,1988.0,307289.0,54311.0,3101,96352.0,1.0,1.0,2.0,4.0,0.0
150,11145337,2.0,3,2.0,970.0,236712.0,34398300,-118482000,1989.0,247000.0,54311.0,3101,96352.0,1.0,1.0,2.0,4.0,0.0
151,11145414,2.0,2,2.0,964.0,461495.0,34416800,-118491000,1987.0,218274.0,54311.0,3101,96374.0,1.0,1.0,2.0,4.0,0.0
152,11145514,2.0,3,2.0,994.0,461495.0,34416800,-118491000,1989.0,154726.0,54311.0,3101,96374.0,1.0,1.0,2.0,4.0,0.0
153,11146618,2.0,3,2.0,1572.0,6857.0,34435901,-118404738,1968.0,161428.0,54311.0,3101,96401.0,1.0,1.0,2.0,7.0,1.0
154,11146864,3.0,4,3.0,2176.0,7037.0,34431890,-118404007,1968.0,470900.0,54311.0,3101,96401.0,1.0,1.0,2.0,7.0,0.0
155,11146987,3.0,4,3.0,1601.0,297252.0,34429086,-118413502,1982.0,284612.0,54311.0,3101,96401.0,1.0,1.0,2.0,4.0,0.0
156,11147110,3.0,3,3.0,1838.0,392023.0,34430554,-118411500,1983.0,273803.0,54311.0,3101,96401.0,1.0,1.0,2.0,4.0,0.0
157,11147210,2.0,3,2.0,944.0,335575.0,34431093,-118407997,1983.0,217216.0,54311.0,3101,96401.0,1.0,1.0,2.0,4.0,0.0
158,11147379,3.0,4,3.0,1911.0,157951.0,34435082,-118406036,1988.0,312505.0,54311.0,3101,96401.0,1.0,1.0,2.0,4.0,0.0
159,11147899,2.0,3,2.0,1125.0,130137.0,34424471,-118426441,1980.0,320000.0,54311.0,3101,96401.0,1.0,1.0,2.0,4.0,0.0
160,11147991,3.0,5,3.0,2354.0,8778.0,34428207,-118427825,1969.0,249050.0,54311.0,3101,96401.0,1.0,1.0,2.0,7.0,0.0
161,11148264,2.0,3,2.0,1479.0,12067.0,34430712,-118426662,1966.0,141308.0,54311.0,3101,96401.0,1.0,1.0,2.0,7.0,0.0
162,11148633,3.0,4,3.0,2217.0,20203.0,34426960,-118432878,1980.0,353541.0,54311.0,3101,96401.0,1.0,1.0,2.0,4.0,1.0
163,11148733,2.0,3,2.0,1348.0,66799.0,34433290,-118428880,1984.0,275810.0,54311.0,3101,96401.0,1.0,1.0,2.0,7.0,1.0
164,11152532,2.0,4,2.0,1400.0,10319.0,34400644,-118469283,1965.0,147591.0,54311.0,3101,96352.0,1.0,0.0,2.0,7.0,0.0
165,11152724,2.0,3,2.0,1192.0,7429.0,34395152,-118469636,1966.0,252924.0,54311.0,3101,96352.0,1.0,0.0,2.0,7.0,0.0
166,11152816,3.0,4,3.0,1844.0,11649.0,34396196,-118471445,1966.0,151677.0,54311.0,3101,96352.0,1.0,1.0,2.0,4.0,0.0
167,11153008,3.0,5,3.0,1862.0,9716.0,34392813,-118477679,1968.0,325439.0,54311.0,3101,96352.0,1.0,0.0,2.0,7.0,1.0
168,11153115,3.0,3,3.0,1132.0,125129.0,34402100,-118464000,1992.0,209143.0,54311.0,3101,96352.0,1.0,1.0,2.0,7.0,0.0
169,11153215,3.0,3,3.0,1176.0,112113.0,34402200,-118467000,1990.0,172440.0,54311.0,3101,96352.0,1.0,1.0,2.0,7.0,1.0
170,11153537,3.0,3,3.0,1176.0,111062.0,34403500,-118467000,1990.0,285594.0,54311.0,3101,96352.0,1.0,1.0,2.0,7.0,1.0
171,11154037,3.0,3,3.0,1268.0,91867.0,34415100,-118446000,1984.0,153907.0,54311.0,3101,96401.0,1.0,1.0,2.0,7.0,1.0
172,11154481,2.0,3,2.0,1556.0,8697.0,34421700,-118434605,1970.0,266625.0,54311.0,3101,96401.0,1.0,1.0,2.0,7.0,0.0
173,11154595,3.0,4,3.0,2151.0,11293.0,34422477,-118439459,1985.0,515000.0,54311.0,3101,96401.0,1.0,1.0,2.0,4.0,1.0
174,11154818,2.0,2,2.0,848.0,125051.0,34422400,-118449000,1984.0,200000.0,54311.0,3101,96401.0,1.0,1.0,2.0,7.0,1.0
175,11155418,3.0,3,3.0,1521.0,111809.0,34415100,-118447000,1984.0,270000.0,54311.0,3101,96401.0,1.0,1.0,2.0,7.0,1.0
176,11155518,3.0,2,3.0,1127.0,119805.0,34415000,-118449000,1985.0,141087.0,54311.0,3101,96401.0,1.0,1.0,2.0,7.0,1.0
177,11156078,2.0,2,2.0,1085.0,55080.0,34406300,-118452000,1993.0,181218.0,54311.0,3101,96401.0,1.0,1.0,2.0,7.0,0.0
179,11157205,5.0,5,5.0,4210.0,93204.0,34394303,-118409249,1981.0,1100400.0,54311.0,3101,96401.0,1.0,1.0,2.0,1.0,1.0
180,11157771,3.0,4,3.0,2211.0,7693.0,34442614,-118507951,1971.0,292080.0,54311.0,3101,96373.0,1.0,1.0,2.0,7.0,0.0
181,11157863,2.0,3,2.0,1546.0,3812.0,34442691,-118509611,1971.0,380000.0,54311.0,3101,96373.0,1.0,0.0,2.0,7.0,0.0
182,11158231,2.0,3,2.0,1188.0,5965.0,34430655,-118529998,1963.0,155361.0,54311.0,3101,96373.0,1.0,0.0,2.0,7.0,0.0
183,11159747,2.0,2,2.0,1041.0,676029.0,34389300,-118562000,1971.0,175807.0,54311.0,3101,96378.0,1.0,1.0,2.0,4.0,0.0
184,11159847,1.0,1,1.0,722.0,676029.0,34389300,-118562000,1977.0,158095.0,54311.0,3101,96378.0,1.0,1.0,2.0,4.0,0.0
185,11159947,2.0,2,2.0,1054.0,2176.0,34390032,-118559352,1975.0,327000.0,54311.0,3101,96378.0,1.0,1.0,2.0,4.0,0.0
186,11160223,3.0,5,3.0,2807.0,51591.0,34382159,-118557305,1977.0,305801.0,54311.0,3101,96378.0,1.0,1.0,2.0,4.0,1.0
187,11160505,2.0,3,2.0,1156.0,8489.0,34456677,-118388222,1974.0,167611.0,54311.0,3101,96401.0,1.0,1.0,2.0,7.0,1.0
188,11160780,2.0,3,2.0,1342.0,7760.0,34441932,-118388864,1996.0,250174.0,54311.0,3101,96401.0,1.0,1.0,2.0,4.0,0.0
189,11160872,2.0,3,2.0,1043.0,8567.0,34443408,-118392597,1969.0,173787.0,54311.0,3101,96401.0,1.0,0.0,2.0,7.0,0.0
190,11160972,2.0,4,2.0,1681.0,7215.0,34445547,-118396574,1970.0,368212.0,54311.0,3101,96401.0,1.0,0.0,2.0,7.0,0.0
191,11161095,2.0,4,2.0,1635.0,7196.0,34445456,-118392011,1969.0,448280.0,54311.0,3101,96401.0,1.0,1.0,2.0,7.0,1.0
192,11161202,2.0,4,2.0,1362.0,7335.0,34446705,-118389857,1973.0,382000.0,54311.0,3101,96401.0,1.0,0.0,2.0,7.0,0.0
193,11161225,2.0,3,2.0,1201.0,6705.0,34449298,-118388979,1978.0,295353.0,54311.0,3101,96401.0,1.0,1.0,2.0,7.0,0.0
194,11161663,3.0,4,3.0,2450.0,8562.0,34449812,-118394426,1989.0,368745.0,54311.0,3101,96401.0,1.0,1.0,2.0,4.0,0.0
195,11161763,3.0,3,3.0,1828.0,5152.0,34443803,-118388761,1992.0,442000.0,54311.0,3101,96401.0,1.0,1.0,2.0,4.0,1.0
196,11161909,3.0,4,3.0,2363.0,6077.0,34439149,-118386182,1996.0,396010.0,54311.0,3101,96401.0,1.0,1.0,2.0,4.0,1.0
197,11161955,3.0,4,3.0,2104.0,15517.0,34441973,-118383404,1997.0,375816.0,54311.0,3101,96401.0,1.0,1.0,2.0,4.0,0.0
198,11162101,3.0,5,3.0,2292.0,26948.0,34435289,-118381430,1998.0,425375.0,54311.0,3101,96401.0,1.0,1.0,2.0,4.0,0.0
199,11162865,2.0,4,2.0,1783.0,6154.0,34388737,-118537141,1954.0,316295.0,54311.0,3101,96352.0,1.0,0.0,7.0,7.0,0.0
200,11163046,2.0,3,2.0,1036.0,5539.0,34384280,-118534655,1932.0,293150.0,54311.0,3101,96352.0,2.0,0.0,2.0,7.0,0.0
